Pogram,Program Code,Program Type,Major CIP,CIP Area,Degee,Major,Marjo Code,Students AY 2025,FY 2022 Grads,Wages Found,Median Wages,FY 24 Grads,Transferred in 1 Year,Median Hourly,5 Year Job Change,Articulations,Labor Market Analysis
Music Recording Tech: CP,MURT-CP,Workforce,100203,Recording Arts Technology,CP,Music Recording Technology,MURT,18,4,2,52526.5,2,0,18.28,0.09,0,"Current demand: 2,944 jobs across Salt Lake, Utah, and Davis counties in 2024. Projected demand: 3,292 jobs by 2030 (12%), a net change of 348; national-trend adjustment suggests 256. Earnings: average annual pay ranges from $47,119 to $76,014 across mapped roles; top-paying role locally is Disc Jockeys, Except Radio ($76,014). Typical education: Postsecondary nondegree award. Completions: 1,064 regional graduates in 2024 (SLCC: 96), indicating an ample pipeline of graduates relative to net growth. Highlighted occupations: Audio and Video Technicians (2,118 jobs, $47,119); Sound Engineering Technicians (417 jobs, $51,851). Regional context: The Wasatch Front continues to add residents and jobs, with unemployment near 3% and strong demand driven by aerospace/defense in Davis County and tech and healthcare growth in Utah and Salt Lake counties."
Music: AS,MUS-AS,Transfer,500901,"Music, General",AS,Music,MUS,82,0,0,,4,0,18.31,0.1,2,"Current demand: 11,169 jobs across Salt Lake, Utah, and Davis counties in 2024. Projected demand: 12,210 jobs by 2030 (9%), a net change of 1,042; national-trend adjustment suggests 349. Earnings: average annual pay ranges from $67,894 to $71,566 across mapped roles; top-paying role locally is Secondary School Teachers, Except Special and Career/Technical Education ($71,566). Typical education: Bachelor's degree. Completions: 5,243 regional graduates in 2024 (SLCC: 154), indicating an ample pipeline of graduates relative to net growth. Highlighted occupations: Secondary School Teachers, Except Special and Career/Technical Education (7,554 jobs, $71,566); Musicians and Singers (3,615 jobs, $67,894). Regional context: The Wasatch Front continues to add residents and jobs, with unemployment near 3% and strong demand driven by aerospace/defense in Davis County and tech and healthcare growth in Utah and Salt Lake counties."
Network & System Admin: CP,CSNS-CP,Workforce,110101,"Computer/Info Science, General",CP,Network and System Admin,CSNS,1,29,19,53273,28,10,51.73,0.17,0,"Current demand: 26,531 jobs across Salt Lake, Utah, and Davis counties in 2024. Projected demand: 31,360 jobs by 2030 (18%), a net change of 4,829; national-trend adjustment suggests 2,707. Earnings: average annual pay ranges from $89,800 to $167,421 across mapped roles; top-paying role locally is Computer and Information Systems Managers ($167,421). Typical education: Bachelor's degree. Completions: 85,563 regional graduates in 2024 (SLCC: 4,256), indicating an ample pipeline of graduates relative to net growth. Highlighted occupations: Computer and Information Systems Managers (7,704 jobs, $167,421); Computer Occupations, All Other (4,988 jobs, $100,033). Regional context: The Wasatch Front continues to add residents and jobs, with unemployment near 3% and strong demand driven by aerospace/defense in Davis County and tech and healthcare growth in Utah and Salt Lake counties."
NonDest Test Eddy Current:CER,NDTE-CER,Workforce,410204,Non-Destructive Testing Tech,CER,Non-Destruct Test Eddy Current,NDTE,1,7,6,60367,0,0,24.01,0.09,0,"Current demand: 21 jobs across Salt Lake, Utah, and Davis counties in 2024. Projected demand: 25 jobs by 2030 (22%), a net change of 5; national-trend adjustment suggests 0. Earnings: average annual pay ranges from $75,402 to $75,402 across mapped roles; top-paying role locally is Nuclear Technicians ($75,402). Typical education: Associate's degree. Completions: 137 regional graduates in 2024 (SLCC: 4), indicating an ample pipeline of graduates relative to net growth. Highlighted occupations: Nuclear Technicians (21 jobs, $75,402). Regional context: The Wasatch Front continues to add residents and jobs, with unemployment near 3% and strong demand driven by aerospace/defense in Davis County and tech and healthcare growth in Utah and Salt Lake counties."
NonDest Test Radiography:CER,NDTR-CER,Workforce,410204,Non-Destructive Testing Tech,CER,Non-Destruct Test Radiography,NDTR,1,6,5,71747,0,0,24.01,0.09,0,"Current demand: 21 jobs across Salt Lake, Utah, and Davis counties in 2024. Projected demand: 25 jobs by 2030 (22%), a net change of 5; national-trend adjustment suggests 0. Earnings: average annual pay ranges from $75,402 to $75,402 across mapped roles; top-paying role locally is Nuclear Technicians ($75,402). Typical education: Associate's degree. Completions: 137 regional graduates in 2024 (SLCC: 4), indicating an ample pipeline of graduates relative to net growth. Highlighted occupations: Nuclear Technicians (21 jobs, $75,402). Regional context: The Wasatch Front continues to add residents and jobs, with unemployment near 3% and strong demand driven by aerospace/defense in Davis County and tech and healthcare growth in Utah and Salt Lake counties."
Non-Destructive Testing: AAS,NDT-AAS,Workforce,410204,Non-Destructive Testing Tech,AAS,Non-Destructive Testing Tech,NDT,16,8,7,56724,2,1,24.01,0.09,0,"Current demand: 21 jobs across Salt Lake, Utah, and Davis counties in 2024. Projected demand: 25 jobs by 2030 (22%), a net change of 5; national-trend adjustment suggests 0. Earnings: average annual pay ranges from $75,402 to $75,402 across mapped roles; top-paying role locally is Nuclear Technicians ($75,402). Typical education: Associate's degree. Completions: 137 regional graduates in 2024 (SLCC: 4), indicating an ample pipeline of graduates relative to net growth. Highlighted occupations: Nuclear Technicians (21 jobs, $75,402). Regional context: The Wasatch Front continues to add residents and jobs, with unemployment near 3% and strong demand driven by aerospace/defense in Davis County and tech and healthcare growth in Utah and Salt Lake counties."
Nursing: AAS,NRS-AAS,Workforce,513801,Registered Nursing/Nurse,AAS,Nursing,NRS,749,234,213,72150,186,93,42.41,0.15,0,"Current demand: 19,761 jobs across Salt Lake, Utah, and Davis counties in 2024. Projected demand: 22,442 jobs by 2030 (14%), a net change of 2,681; national-trend adjustment suggests 1,330. Earnings: average annual pay ranges from $89,463 to $89,463 across mapped roles; top-paying role locally is Registered Nurses ($89,463). Typical education: Bachelor's degree. Completions: 11,234 regional graduates in 2024 (SLCC: 186), indicating an ample pipeline of graduates relative to net growth. Highlighted occupations: Registered Nurses (19,761 jobs, $89,463). Regional context: The Wasatch Front continues to add residents and jobs, with unemployment near 3% and strong demand driven by aerospace/defense in Davis County and tech and healthcare growth in Utah and Salt Lake counties."
Occupational Ther Asst: AAS,OTA-AAS,Workforce,510803,Occupational Therapist Asst,AAS,Occupational Therapy Assistant,OTA,46,22,18,49150,9,0,30.1,0.12,0,"Current demand: 222 jobs across Salt Lake, Utah, and Davis counties in 2024. Projected demand: 291 jobs by 2030 (31%), a net change of 69; national-trend adjustment suggests 37. Earnings: average annual pay ranges from $56,673 to $56,673 across mapped roles; top-paying role locally is Occupational Therapy Assistants ($56,673). Typical education: Associate's degree. Completions: 36 regional graduates in 2024 (SLCC: 9), indicating a roughly balanced graduate pipeline relative to net growth. Highlighted occupations: Occupational Therapy Assistants (222 jobs, $56,673). Regional context: The Wasatch Front continues to add residents and jobs, with unemployment near 3% and strong demand driven by aerospace/defense in Davis County and tech and healthcare growth in Utah and Salt Lake counties."
Outdoor Adv Parks & Rec: AS,OAPR-AS,Transfer,310601,Outdoor Adv Parks & Rec,AS,Outdoor Adv Parks & Rec,OAPR,48,0,0,,0,0,15.63,0.12,2,"Current demand: 5,263 jobs across Salt Lake, Utah, and Davis counties in 2024. Projected demand: 5,853 jobs by 2030 (11%), a net change of 590; national-trend adjustment suggests 317. Earnings: average annual pay ranges from $32,972 to $50,312 across mapped roles; top-paying role locally is First-Line Supervisors of Entertainment and Recreation Workers, Except Gambling Services ($50,312). Typical education: High school diploma or equivalent. Completions: 721 regional graduates in 2024 (SLCC: 0), indicating a roughly balanced graduate pipeline relative to net growth. Highlighted occupations: Recreation Workers (4,264 jobs, $32,972); First-Line Supervisors of Entertainment and Recreation Workers, Except Gambling Services (999 jobs, $50,312). Regional context: The Wasatch Front continues to add residents and jobs, with unemployment near 3% and strong demand driven by aerospace/defense in Davis County and tech and healthcare growth in Utah and Salt Lake counties."
Paralegal Studies: AAS,PL-AAS,Workforce,220302,Legal Assistant/Paralegal,AAS,Paralegal Training,PL,184,26,17,57000,18,2,28.89,0.12,0,"Current demand: 4,264 jobs across Salt Lake, Utah, and Davis counties in 2024. Projected demand: 4,688 jobs by 2030 (10%), a net change of 424; national-trend adjustment suggests 145. Earnings: average annual pay ranges from $60,793 to $68,048 across mapped roles; top-paying role locally is Legal Support Workers, All Other ($68,048). Typical education: Associate's degree. Completions: 148 regional graduates in 2024 (SLCC: 54), indicating a likely talent shortfall relative to net growth. Highlighted occupations: Paralegals and Legal Assistants (2,753 jobs, $60,793); Title Examiners, Abstractors, and Searchers (1,205 jobs, $62,654). Regional context: The Wasatch Front continues to add residents and jobs, with unemployment near 3% and strong demand driven by aerospace/defense in Davis County and tech and healthcare growth in Utah and Salt Lake counties."
Peace Officer Basic Trng: CA,PEOF-CA,Workforce,430107,Criminal Justice/Police Sci,CA,Peace Officer Basic Trng,PEOF,15,0,0,,0,0,41.49,0.15,0,"Current demand: 5,169 jobs across Salt Lake, Utah, and Davis counties in 2024. Projected demand: 5,971 jobs by 2030 (16%), a net change of 802; national-trend adjustment suggests 227. Earnings: average annual pay ranges from $61,828 to $91,228 across mapped roles; top-paying role locally is Detectives and Criminal Investigators ($91,228). Typical education: High school diploma or equivalent. Completions: 1,218 regional graduates in 2024 (SLCC: 280), indicating an ample pipeline of graduates relative to net growth. Highlighted occupations: Police and Sheriff's Patrol Officers (4,121 jobs, $80,526); Private Detectives and Investigators (523 jobs, $68,897). Regional context: The Wasatch Front continues to add residents and jobs, with unemployment near 3% and strong demand driven by aerospace/defense in Davis County and tech and healthcare growth in Utah and Salt Lake counties."
Personal Interest: non-credit,CCED-PI,Workforce,131201,Adult Continuing Education,PI,Continuing Education,CCED,707,0,0,,0,0,19.09,0.12,0,"Current demand: 15,107 jobs across Salt Lake, Utah, and Davis counties in 2024. Projected demand: 17,045 jobs by 2030 (13%), a net change of 1,938; national-trend adjustment suggests 1,491. Earnings: average annual pay ranges from $59,162 to $73,686 across mapped roles; top-paying role locally is Training and Development Specialists ($73,686). Typical education: Bachelor's degree. Completions: 1,940 regional graduates in 2024 (SLCC: 0), indicating a roughly balanced graduate pipeline relative to net growth. Highlighted occupations: Self-Enrichment Teachers (9,257 jobs, $59,162); Training and Development Specialists (5,590 jobs, $73,686). Regional context: The Wasatch Front continues to add residents and jobs, with unemployment near 3% and strong demand driven by aerospace/defense in Davis County and tech and healthcare growth in Utah and Salt Lake counties."
Pharmacy Technician: CP,TEPT-CP,Workforce,510805,Pharmacy Technician,CP,Pharmacy Technician,TEPT,56,0,0,,5,0,23.17,0.12,0,"Current demand: 4,252 jobs across Salt Lake, Utah, and Davis counties in 2024. Projected demand: 4,735 jobs by 2030 (11%), a net change of 483; national-trend adjustment suggests 216. Earnings: average annual pay ranges from $48,921 to $48,921 across mapped roles; top-paying role locally is Pharmacy Technicians ($48,921). Typical education: High school diploma or equivalent. Completions: 183 regional graduates in 2024 (SLCC: 6), indicating a likely talent shortfall relative to net growth. Highlighted occupations: Pharmacy Technicians (4,252 jobs, $48,921). Regional context: The Wasatch Front continues to add residents and jobs, with unemployment near 3% and strong demand driven by aerospace/defense in Davis County and tech and healthcare growth in Utah and Salt Lake counties."
